,Loyalty_Program_Status,Gender,CustomerSatisfaction,Installment_Number,Total_Installments,Installment_Amount,Principal_Amount,Interest_Amount,Amount_Due,Currency,Payment_Method,Order Status,Delay_Days,Repayment_Status,Total_Loans,Segment,Quantity,Unit Price,Total Amount,Discount Applied (%),Tax (%),Payment_Mode,Month Order Count,Avg Qantity,Cancelled Order Per Customer,Order Channel,ProductCategory,ProductBrand,ProductCategory2,Cost Price,Discount (%),PurchaseFrequency,Stock Status,Product Status,Customers_Location,Customer_Duration,Age_Group,installment_to_principal_ratio,interest_to_amount_due_ratio,remaining_installments,amount_per_unit,loans_per_purchase_cycle
1436,Bronze,MALE,5,6,12,16.33,190.51,5.47,16.33,NGN,Auto-Debit,Delivered,147,Late,1,Retail,10,970,9697,5,8,Credit Card,1,10,0,Online,Tablets,Apple,Tablets,366,20,18,In Stock,Inactive,"Philadelphia, Pennsylvania",New Customer,Middle age,0.08571728518188021,0.3349663196570729,6,969.7,0.05555555555555555
1437,Gold,FEMALE,3,2,3,870.46,2505.49,97.36,870.46,USD,Bank Transfer,Delivered,0,On-Time,1,SME,4,237,946,10,10,Credit Card,1,4,0,Online,Headphones,HP,Headphones,993,10,11,In Stock,Archived,"Philadelphia, Pennsylvania",Old Customer,Middle age,0.34742106334489464,0.11184890747420903,1,236.5,0.09090909090909091
1438,Platinum,MALE,3,9,12,95.11,1094.67,46.61,95.11,EUR,Bank Transfer,Pending,0,On-Time,1,Retail,9,98,885,0,8,Credit Card,1,9,0,Online,Smartphones,Apple,Smartphones,1136,0,15,In Stock,Inactive,"Los Angeles, California",Old Customer,Middle age,0.08688463189819762,0.4900641362632741,3,98.33333333333333,0.06666666666666667
1439,Gold,MALE,5,2,3,1637.56,4764.68,148.0,1637.56,EUR,Wallet,Cancelled,0,On-Time,1,SME,3,778,2334,5,10,Cash,1,3,1,Offline,Headphones,HP,Headphones,1144,10,7,In Stock,Inactive,"Los Angeles, California",New Customer,Middle age,0.3436872990421182,0.09037836781553042,1,778.0,0.14285714285714285
1440,Bronze,FEMALE,1,2,3,1416.86,4077.59,156.57,1416.86,NGN,Bank Transfer,Delivered,0,On-Time,1,Retail,6,834,5006,15,5,Debit Card,1,6,0,Online,Laptops,Sony,Laptops,974,10,11,In Stock,Active,"Fayetteville, North Carolina",New Customer,Middle age,0.34747485647159226,0.11050491932865633,1,834.3333333333334,0.09090909090909091
1441,Platinum,FEMALE,1,7,12,327.5,3854.62,75.37,327.5,USD,Debit Card,Cancelled,49,Late,1,Retail,3,263,788,15,8,Debit Card,1,3,1,Online,Tablets,HP,Tablets,76,20,18,In Stock,Archived,"Houston, Texas",New Customer,Middle age,0.0849629794895476,0.2301374045801527,5,262.6666666666667,0.05555555555555555
1442,Bronze,MALE,2,2,6,319.79,1831.76,86.97,319.79,EUR,Bank Transfer,Pending,80,Late,1,Retail,6,79,473,15,5,PayPal,1,6,0,Online,Smart Watches,Apple,Smart Watches,1562,0,9,Low Stock,Active,"New York City, New York",Old Customer,Old,0.17458073110014413,0.2719597235685919,4,78.83333333333333,0.1111111111111111
1443,Bronze,FEMALE,3,1,12,388.62,4487.94,175.55,388.62,EUR,Bank Transfer,Shipped,58,Late,1,Corporate,9,935,8417,5,10,Cash,1,9,0,Offline,Laptops,Sony,Laptops,368,0,5,In Stock,Inactive,"New York City, New York",Old Customer,Middle age,0.08659206673886015,0.45172662240749323,11,935.2222222222222,0.2
1444,Platinum,FEMALE,4,2,3,1420.9,4108.55,154.16,1420.9,NGN,Debit Card,Returned,50,Late,1,Corporate,9,787,7082,5,0,PayPal,1,9,0,Online,Smart Watches,Samsung,Smart Watches,573,0,8,In Stock,Inactive,"Vancouver, British Columbia",New Customer,Young,0.34583977315597964,0.10849461608839467,1,786.8888888888889,0.125
1445,Silver,MALE,1,2,3,369.95,1088.17,21.68,369.95,EUR,Auto-Debit,Shipped,2,On-Time,1,Retail,9,143,1288,15,0,PayPal,1,9,0,Online,Smartphones,Apple,Smartphones,122,5,14,In Stock,Archived,"Vancouver, British Columbia",New Customer,Young,0.3399744525212053,0.05860251385322341,1,143.11111111111111,0.07142857142857142
1446,Silver,MALE,4,7,12,344.81,3992.43,145.3,344.81,USD,Wallet,Delivered,0,On-Time,1,SME,5,875,4376,5,10,Debit Card,1,5,0,Online,Laptops,HP,Laptops,467,10,12,In Stock,Archived,"Vancouver, British Columbia",Old Customer,Old,0.08636594755574926,0.4213914909660393,5,875.2,0.08333333333333333
1447,Gold,MALE,3,1,6,720.11,4229.96,90.73,720.11,NGN,Bank Transfer,Delivered,35,Late,1,Retail,7,380,2660,0,10,PayPal,1,7,0,Online,Laptops,Apple,Laptops,135,5,8,In Stock,Active,"New York City, New York",New Customer,Middle age,0.1702403805236929,0.12599463970782243,5,380.0,0.125
1448,Bronze,FEMALE,4,11,12,289.19,3328.48,141.82,289.19,NGN,Wallet,Pending,0,On-Time,1,Corporate,8,698,5581,0,10,Credit Card,1,8,0,Online,Laptops,Apple,Laptops,908,5,16,In Stock,Active,"Concord, New Hampshire",New Customer,Middle age,0.0868835023794645,0.4904042325114976,1,697.625,0.0625
1449,Bronze,FEMALE,4,5,9,52.3,458.08,12.63,52.3,NGN,Debit Card,Cancelled,146,Late,1,Corporate,10,594,5938,0,5,Credit Card,1,10,1,Online,Smart Watches,Samsung,Smart Watches,9,15,2,In Stock,Inactive,"Concord, New Hampshire",Old Customer,Middle age,0.11417219699615787,0.24149139579349907,4,593.8,0.5
1450,Bronze,MALE,1,7,12,172.63,1991.61,79.93,172.63,EUR,Wallet,Delivered,0,On-Time,1,Corporate,10,923,9227,0,5,Credit Card,1,10,0,Online,Smartphones,Other Brands,Smartphones,733,5,7,In Stock,Active,"Concord, New Hampshire",New Customer,Young,0.08667861679746537,0.4630133812199502,5,922.7,0.14285714285714285
1451,Platinum,FEMALE,2,2,9,338.84,2963.31,86.22,338.84,USD,Bank Transfer,Cancelled,140,Late,1,Retail,9,931,8379,15,8,Credit Card,1,9,1,Online,Smart Watches,HP,Smart Watches,1272,5,13,In Stock,Active,"Redmond, Washington",Old Customer,Middle age,0.11434510732930404,0.2544563805926101,7,931.0,0.07692307692307693
1452,Silver,MALE,3,1,3,886.5,2600.78,58.73,886.5,USD,Wallet,Pending,0,On-Time,1,SME,1,131,131,10,5,PayPal,1,1,0,Online,Laptops,Other Brands,Laptops,118,20,14,In Stock,Active,"San Francisco, California",Old Customer,Middle age,0.34085928067733523,0.06624929498025944,2,131.0,0.07142857142857142
1453,Platinum,MALE,2,1,9,486.08,4180.64,194.1,486.08,NGN,Wallet,Shipped,48,Late,1,Retail,6,285,1707,0,10,Debit Card,1,6,0,Online,Laptops,HP,Laptops,1151,0,1,In Stock,Active,"San Francisco, California",New Customer,Old,0.1162692793447893,0.3993169848584595,8,284.5,1.0
1454,Platinum,FEMALE,3,4,12,330.04,3830.25,130.24,330.04,NGN,Auto-Debit,Returned,147,Late,1,Corporate,1,510,510,10,0,Debit Card,1,1,0,Online,Laptops,Apple,Laptops,459,10,5,In Stock,Inactive,"San Francisco, California",Old Customer,Old,0.08616669930161217,0.3946188340807175,8,510.0,0.2
1455,Platinum,FEMALE,1,2,9,211.64,1771.45,87.56,211.64,EUR,Bank Transfer,Shipped,0,On-Time,1,SME,5,475,2376,5,10,PayPal,1,5,0,Online,Smartphones,Sony,Smartphones,339,10,13,In Stock,Active,"San Francisco, California",New Customer,Young,0.11947274831352846,0.41372141372141374,7,475.2,0.07692307692307693
1456,Gold,FEMALE,5,9,12,45.72,527.62,20.97,45.72,USD,Auto-Debit,Delivered,0,On-Time,1,Corporate,1,339,339,5,8,Credit Card,1,1,0,Online,Smart Watches,Other Brands,Smart Watches,464,15,5,In Stock,Archived,"Philadelphia, Pennsylvania",Old Customer,Young,0.08665327318903757,0.4586614173228346,3,339.0,0.2
1457,Silver,MALE,2,1,3,1493.45,4334.25,146.11,1493.45,USD,Debit Card,Delivered,84,Late,1,SME,4,258,1032,0,10,Credit Card,1,4,0,Online,Smartphones,Samsung,Smartphones,1075,10,6,In Stock,Archived,"Lakewood, California",New Customer,Young,0.34456941800772917,0.09783387458569086,2,258.0,0.16666666666666666
1458,Platinum,MALE,4,7,12,65.23,764.27,18.5,65.23,USD,Auto-Debit,Pending,0,On-Time,1,Corporate,2,279,557,10,10,Credit Card,1,2,0,Online,Smartphones,Other Brands,Smartphones,237,10,4,In Stock,Archived,"Lakewood, California",New Customer,Young,0.08534941839925682,0.2836118350452246,5,278.5,0.25
1459,Platinum,FEMALE,3,5,9,202.73,1757.96,66.57,202.73,USD,Auto-Debit,Cancelled,92,Late,1,SME,5,442,2209,10,0,PayPal,1,5,1,Online,Smartphones,HP,Smartphones,504,5,4,In Stock,Active,"Lakewood, California",Old Customer,Old,0.11532116771712667,0.32836777980565285,4,441.8,0.25
1460,Gold,FEMALE,4,8,9,519.65,4604.11,72.73,519.65,NGN,Auto-Debit,Delivered,0,On-Time,1,Retail,9,953,8581,5,0,Credit Card,1,9,0,Online,Smartphones,Sony,Smartphones,1483,0,9,In Stock,Inactive,"Vancouver, British Columbia",Old Customer,Young,0.11286654749777916,0.13995958818435486,1,953.4444444444445,0.1111111111111111
1461,Bronze,MALE,2,12,12,184.63,2176.6,38.97,184.63,EUR,Auto-Debit,Cancelled,0,On-Time,1,SME,5,754,3771,10,8,PayPal,1,5,1,Online,Tablets,Other Brands,Tablets,711,0,4,In Stock,Inactive,"Vancouver, British Columbia",New Customer,Middle age,0.08482495635394652,0.21107079022910685,0,754.2,0.25
1462,Gold,MALE,5,5,6,120.6,694.61,28.98,120.6,EUR,Bank Transfer,Pending,0,On-Time,1,SME,3,86,257,0,8,Credit Card,1,3,0,Online,Laptops,Apple,Laptops,558,20,11,In Stock,Inactive,"Vancouver, British Columbia",Old Customer,Middle age,0.17362260837016455,0.24029850746268658,1,85.66666666666667,0.09090909090909091
1463,Silver,MALE,1,1,9,104.86,905.8,37.93,104.86,NGN,Auto-Debit,Shipped,26,Late,1,Retail,4,788,3151,5,10,Credit Card,1,4,0,Online,Tablets,Other Brands,Tablets,289,20,17,In Stock,Active,"New York City, New York",New Customer,Old,0.11576506955177744,0.36172038909021553,8,787.75,0.058823529411764705
1464,Bronze,FEMALE,1,2,3,1469.44,4318.8,74.36,1469.44,NGN,Auto-Debit,Returned,0,On-Time,1,SME,4,61,245,15,8,PayPal,1,4,0,Online,Smartphones,Other Brands,Smartphones,1164,5,1,In Stock,Active,"New York City, New York",Old Customer,Middle age,0.3402426599981476,0.05060431184668989,1,61.25,1.0
1465,Platinum,FEMALE,1,2,12,112.25,1326.19,20.75,112.25,USD,Wallet,Shipped,0,On-Time,1,Corporate,8,950,7603,5,10,Mobile Money,1,8,0,Online,Headphones,Samsung,Headphones,48,15,6,In Stock,Inactive,"New York City, New York",Old Customer,Old,0.08464096396443949,0.18485523385300667,10,950.375,0.16666666666666666
1466,Platinum,FEMALE,5,1,3,1564.19,4535.22,157.36,1564.19,NGN,Wallet,Delivered,89,Late,1,Corporate,3,406,1218,5,10,Credit Card,1,3,0,Online,Laptops,Apple,Laptops,1095,15,18,In Stock,Archived,"Minneapolis, Minnesota",Old Customer,Middle age,0.3448983731770454,0.10060158932099042,2,406.0,0.05555555555555555
1467,Platinum,FEMALE,2,1,12,266.78,3087.42,113.93,266.78,NGN,Debit Card,Delivered,95,Late,1,Retail,3,350,1050,0,8,Credit Card,1,3,0,Online,Tablets,Apple,Tablets,1296,15,6,In Stock,Inactive,"Minneapolis, Minnesota",New Customer,Young,0.0864087166631038,0.4270560011994903,11,350.0,0.16666666666666666
1468,Silver,MALE,2,2,3,1352.02,3949.86,106.19,1352.02,USD,Auto-Debit,Pending,0,On-Time,1,SME,2,461,923,15,10,Credit Card,1,2,0,Online,Headphones,Samsung,Headphones,614,0,19,In Stock,Archived,"Columbus, Indiana",Old Customer,Young,0.3422956763024512,0.07854173754826112,1,461.5,0.05263157894736842
1469,Gold,FEMALE,5,6,6,232.55,1349.51,45.78,232.55,USD,Wallet,Cancelled,93,Late,1,Retail,6,332,1994,0,0,Credit Card,1,6,1,Online,Smartphones,Other Brands,Smartphones,982,10,5,In Stock,Archived,"San Francisco, California",New Customer,Middle age,0.17232180569243652,0.1968608901311546,0,332.3333333333333,0.2
1470,Platinum,MALE,1,3,3,983.45,2833.45,116.91,983.45,USD,Wallet,Delivered,0,On-Time,1,Retail,9,662,5957,15,0,Credit Card,1,9,0,Online,Smartphones,HP,Smartphones,677,15,15,In Stock,Inactive,"New York City, New York",Old Customer,Young,0.3470857082355433,0.11887742132289389,0,661.8888888888889,0.06666666666666667
1471,Platinum,FEMALE,3,8,9,65.31,560.73,27.07,65.31,NGN,Debit Card,Cancelled,2,On-Time,1,Corporate,1,454,454,10,8,Cash,1,1,1,Offline,Tablets,Sony,Tablets,155,20,3,In Stock,Archived,"New York City, New York",Old Customer,Middle age,0.1164731689048205,0.4144847649670801,1,454.0,0.3333333333333333
1472,Bronze,MALE,2,3,3,1645.46,4674.1,230.28,1645.46,NGN,Auto-Debit,Pending,125,Late,1,Retail,4,87,346,15,0,Credit Card,1,4,0,Online,Laptops,Other Brands,Laptops,621,10,19,In Stock,Inactive,"Los Angeles, California",New Customer,Middle age,0.35203782546372564,0.13994870735235132,0,86.5,0.05263157894736842
1473,Platinum,MALE,4,9,9,531.41,4601.51,181.14,531.41,USD,Auto-Debit,Shipped,14,On-Time,1,SME,9,268,2415,15,0,Credit Card,1,9,0,Online,Laptops,HP,Laptops,1077,15,16,In Stock,Archived,"San Diego, California",Old Customer,Middle age,0.11548600350754425,0.34086675071978323,0,268.3333333333333,0.0625
1474,Bronze,MALE,5,1,6,585.33,3369.31,142.7,585.33,EUR,Bank Transfer,Returned,0,On-Time,1,SME,7,309,2162,5,10,Cash,1,7,0,Offline,Headphones,Other Brands,Headphones,614,5,17,In Stock,Inactive,"Lakewood, New Jersey",New Customer,Middle age,0.17372399690144275,0.24379409905523378,5,308.85714285714283,0.058823529411764705
1475,Silver,MALE,1,3,3,119.14,343.74,6.97,119.14,NGN,Wallet,Shipped,0,On-Time,1,SME,9,239,2152,5,5,PayPal,1,9,0,Online,Laptops,HP,Laptops,282,15,7,In Stock,Active,"Houston, Texas",Old Customer,Middle age,0.34659917379414673,0.05850260198086285,0,239.11111111111111,0.14285714285714285
1476,Platinum,FEMALE,5,2,9,340.26,2968.45,93.85,340.26,USD,Debit Card,Delivered,4,On-Time,1,Corporate,6,63,379,10,10,Credit Card,1,6,0,Online,Smart Watches,Other Brands,Smart Watches,425,0,17,Low Stock,Inactive,"Houston, Texas",Old Customer,Middle age,0.11462547794303425,0.27581849174160933,7,63.166666666666664,0.058823529411764705
1477,Gold,FEMALE,2,12,12,298.1,3413.11,164.03,298.1,EUR,Debit Card,Delivered,0,On-Time,1,Corporate,4,304,1218,5,10,Mobile Money,1,4,0,Online,Smart Watches,Sony,Smart Watches,1048,0,18,In Stock,Active,"Houston, Texas",New Customer,Middle age,0.08733969898421089,0.5502515934250252,0,304.5,0.05555555555555555
1478,Bronze,FEMALE,3,4,6,467.0,2738.89,63.1,467.0,NGN,Debit Card,Pending,45,Late,1,Corporate,7,444,3105,5,5,Mobile Money,1,7,0,Online,Smartphones,Apple,Smartphones,1289,5,14,Low Stock,Archived,"Baltimore, Maryland",New Customer,Middle age,0.17050703022027172,0.13511777301927194,2,443.57142857142856,0.07142857142857142
1479,Silver,FEMALE,4,6,12,21.0,249.31,2.64,21.0,USD,Wallet,Cancelled,0,On-Time,1,SME,4,347,1389,10,10,PayPal,1,4,1,Online,Smart Watches,Samsung,Smart Watches,652,5,6,In Stock,Active,"Philadelphia, Pennsylvania",New Customer,Middle age,0.08423248164935221,0.12571428571428572,6,347.25,0.16666666666666666
1480,Platinum,FEMALE,4,1,3,1218.86,3514.39,142.18,1218.86,USD,Bank Transfer,Delivered,0,On-Time,1,Corporate,9,369,3321,10,0,Credit Card,1,9,0,Online,Tablets,Samsung,Tablets,187,10,15,In Stock,Inactive,"San Francisco, California",New Customer,Middle age,0.34681978949405157,0.11664998441166337,2,369.0,0.06666666666666667
1481,Platinum,FEMALE,3,11,12,391.69,4535.69,164.55,391.69,NGN,Wallet,Cancelled,0,On-Time,1,Corporate,8,429,3429,0,5,Debit Card,1,8,1,Online,Tablets,HP,Tablets,372,20,14,Low Stock,Active,"Los Angeles, California",New Customer,Old,0.08635731277931252,0.4201026321836146,1,428.625,0.07142857142857142
1482,Bronze,FEMALE,4,5,6,840.8,4884.27,148.16,840.8,EUR,Auto-Debit,Pending,0,On-Time,1,Retail,1,886,886,15,0,Cash,1,1,0,Offline,Smartphones,Sony,Smartphones,206,20,17,In Stock,Active,"Los Angeles, California",Old Customer,Old,0.17214445556859057,0.17621313035204567,1,886.0,0.058823529411764705
1483,Gold,FEMALE,4,11,12,275.69,3157.9,150.35,275.69,USD,Wallet,Shipped,33,Late,1,Retail,5,295,1473,5,8,PayPal,1,5,0,Online,Smart Watches,Sony,Smart Watches,107,0,16,In Stock,Archived,"Plano, Texas",Old Customer,Middle age,0.08730168783052028,0.5453589176248685,1,294.6,0.0625
1484,Gold,FEMALE,4,1,3,1635.4,4854.2,51.99,1635.4,NGN,Auto-Debit,Returned,0,On-Time,1,Retail,8,720,5763,0,5,Cash,1,8,0,Offline,Smart Watches,Sony,Smart Watches,323,15,9,In Stock,Inactive,"Springfield, Virginia",New Customer,Young,0.3369041242635244,0.031790387672740616,2,720.375,0.1111111111111111
1485,Silver,FEMALE,3,9,9,435.71,3836.0,85.38,435.71,USD,Debit Card,Shipped,0,On-Time,1,Corporate,9,805,7247,5,0,PayPal,1,9,0,Online,Tablets,Other Brands,Tablets,662,15,12,In Stock,Active,"Springfield, Virginia",Old Customer,Middle age,0.11358446298227319,0.19595602579697505,0,805.2222222222222,0.08333333333333333
1486,Gold,FEMALE,5,4,6,716.39,4100.71,197.61,716.39,NGN,Debit Card,Delivered,44,Late,1,Corporate,10,770,7695,5,8,Debit Card,1,10,0,Online,Smart Watches,Apple,Smart Watches,1190,5,16,Low Stock,Archived,"Springfield, Virginia",New Customer,Middle age,0.17469901553633393,0.275841371320091,2,769.5,0.0625
1487,Bronze,MALE,5,3,9,276.34,2383.92,103.16,276.34,EUR,Bank Transfer,Delivered,29,Late,1,SME,9,49,441,5,5,Credit Card,1,9,0,Online,Headphones,HP,Headphones,249,15,18,In Stock,Inactive,"Houston, Texas",Old Customer,Young,0.11591831940669149,0.37330824346819136,6,49.0,0.05555555555555555
1488,Platinum,FEMALE,1,2,3,508.24,1437.98,58.36,508.24,EUR,Auto-Debit,Pending,66,Late,1,Retail,3,441,1324,0,10,Credit Card,1,3,0,Online,Smart Watches,HP,Smart Watches,255,0,9,In Stock,Inactive,"Durham, North Carolina",Old Customer,Middle age,0.35344024256248346,0.11482764048481033,1,441.3333333333333,0.1111111111111111
1489,Bronze,MALE,5,1,6,819.55,4715.2,202.12,819.55,USD,Debit Card,Cancelled,0,On-Time,1,Retail,5,327,1636,10,5,Debit Card,1,5,1,Online,Laptops,Apple,Laptops,1096,10,2,In Stock,Inactive,"Nashville, Tennessee",New Customer,Middle age,0.1738102307431286,0.2466231468488805,5,327.2,0.5
1490,Gold,MALE,5,1,3,1718.21,4944.94,209.7,1718.21,USD,Debit Card,Delivered,67,Late,1,Retail,10,733,7334,5,8,Credit Card,1,10,0,Online,Tablets,Other Brands,Tablets,1014,10,13,In Stock,Archived,"Philadelphia, Pennsylvania",New Customer,Young,0.34746832115253173,0.12204561724119868,2,733.4,0.07692307692307693
1491,Silver,FEMALE,1,1,9,501.47,4312.56,152.71,501.47,USD,Debit Card,Cancelled,0,On-Time,1,Corporate,9,98,878,5,8,Debit Card,1,9,1,Online,Laptops,Apple,Laptops,1335,10,11,In Stock,Archived,"Denver, Colorado",New Customer,Middle age,0.1162812807242102,0.30452469738967436,8,97.55555555555556,0.09090909090909091
1492,Platinum,FEMALE,3,6,9,87.75,767.09,22.63,87.75,NGN,Debit Card,Pending,3,On-Time,1,Corporate,4,459,1836,10,0,PayPal,1,4,0,Online,Smart Watches,Sony,Smart Watches,981,10,11,Low Stock,Archived,"Denver, Colorado",Old Customer,Middle age,0.11439335671172873,0.25789173789173786,3,459.0,0.09090909090909091
1493,Silver,MALE,3,4,6,66.5,391.96,7.04,66.5,EUR,Wallet,Shipped,126,Late,1,Corporate,9,251,2262,0,5,Cash,1,9,0,Offline,Smartphones,Other Brands,Smartphones,1232,10,5,In Stock,Active,"Denver, Colorado",New Customer,Middle age,0.16966016940504133,0.10586466165413534,2,251.33333333333334,0.2
1494,Platinum,MALE,5,2,9,464.04,4127.76,48.63,464.04,USD,Debit Card,Returned,67,Late,1,SME,1,360,360,15,10,Cash,1,1,0,Offline,Headphones,Apple,Headphones,288,15,18,In Stock,Active,"Columbus, Ohio",New Customer,Middle age,0.11241932670504098,0.1047970002585984,7,360.0,0.05555555555555555
1495,Silver,FEMALE,3,3,6,88.52,511.41,19.68,88.52,NGN,Debit Card,Shipped,150,Late,1,Retail,9,392,3529,15,10,Credit Card,1,9,0,Online,Smartphones,Sony,Smartphones,455,5,1,In Stock,Active,"Columbus, Ohio",Old Customer,Middle age,0.17309008427680334,0.22232263895164936,3,392.1111111111111,1.0
1496,Bronze,MALE,3,9,12,218.77,2521.01,74.49,218.77,EUR,Auto-Debit,Delivered,72,Late,1,Corporate,2,690,1380,10,5,Debit Card,1,2,0,Online,Smartphones,Sony,Smartphones,714,15,13,In Stock,Active,"Tampa, Florida",New Customer,Middle age,0.08677871170681592,0.3404945833523792,3,690.0,0.07692307692307693
1497,Platinum,FEMALE,1,3,6,196.23,1154.3,23.06,196.23,NGN,Wallet,Delivered,0,On-Time,1,Retail,3,927,2780,0,10,Cash,1,3,0,Offline,Tablets,Apple,Tablets,1259,0,8,In Stock,Inactive,"Tampa, Florida",Old Customer,Middle age,0.1699991336740882,0.1175151607807165,3,926.6666666666666,0.125
1498,Gold,FEMALE,5,6,12,281.79,3228.63,108.4,281.79,USD,Debit Card,Pending,0,On-Time,1,Retail,2,232,464,0,0,Debit Card,1,2,0,Online,Smart Watches,HP,Smart Watches,552,15,8,In Stock,Inactive,"Tampa, Florida",Old Customer,Young,0.08727850512446456,0.3846836296532879,6,232.0,0.125
1499,Bronze,MALE,2,3,6,785.0,4578.51,131.49,785.0,USD,Bank Transfer,Cancelled,0,On-Time,1,SME,10,686,6855,0,10,PayPal,1,10,1,Online,Tablets,Samsung,Tablets,825,5,4,In Stock,Inactive,"Tampa, Florida",New Customer,Old,0.17145315834190597,0.1675031847133758,3,685.5,0.25
1500,Bronze,MALE,3,7,9,346.04,2969.07,110.07,346.04,NGN,Auto-Debit,Delivered,86,Late,1,Corporate,8,499,3994,5,5,Cash,1,8,0,Offline,Headphones,Samsung,Headphones,714,0,9,In Stock,Archived,"Tampa, Florida",Old Customer,Middle age,0.11654827942756486,0.318084614495434,2,499.25,0.1111111111111111
1501,Gold,FEMALE,5,6,6,526.88,3122.84,38.46,526.88,NGN,Wallet,Cancelled,0,On-Time,1,SME,1,853,853,10,5,Credit Card,1,1,1,Online,Tablets,Apple,Tablets,986,5,9,In Stock,Inactive,"Seattle, Washington",Old Customer,Young,0.1687182180323039,0.07299574855754631,0,853.0,0.1111111111111111
1502,Gold,FEMALE,1,5,9,462.84,4049.21,116.37,462.84,EUR,Bank Transfer,Pending,0,On-Time,1,SME,9,898,8085,10,10,Credit Card,1,9,0,Online,Headphones,Samsung,Headphones,652,15,4,In Stock,Archived,"Bloomington, Indiana",Old Customer,Old,0.11430377777393615,0.25142597873995337,4,898.3333333333334,0.25
1503,Gold,MALE,5,6,9,485.96,4173.97,199.66,485.96,USD,Auto-Debit,Shipped,107,Late,1,Corporate,3,679,2037,0,0,Credit Card,1,3,0,Online,Laptops,HP,Laptops,1053,20,11,In Stock,Inactive,"Scottsdale, Arizona",Old Customer,Middle age,0.11642632793240008,0.41085686064696686,3,679.0,0.09090909090909091
1504,Silver,MALE,1,7,12,251.98,2863.84,129.43,251.98,NGN,Auto-Debit,Returned,0,On-Time,1,Retail,8,60,477,0,0,Credit Card,1,8,0,Online,Laptops,Sony,Laptops,1630,10,11,In Stock,Archived,"Chicago, Illinois",Old Customer,Young,0.08798675903681769,0.5136518771331059,5,59.625,0.09090909090909091
1505,Silver,MALE,5,7,9,174.38,1540.6,28.86,174.38,NGN,Bank Transfer,Shipped,0,On-Time,1,Corporate,10,506,5057,10,10,PayPal,1,10,0,Online,Headphones,Apple,Headphones,822,10,7,In Stock,Inactive,"Los Angeles, California",New Customer,Young,0.11318966636375438,0.16550063080628513,2,505.7,0.14285714285714285
1506,Bronze,MALE,4,4,6,443.22,2570.72,88.58,443.22,NGN,Auto-Debit,Delivered,126,Late,1,SME,7,699,4890,15,5,PayPal,1,7,0,Online,Smart Watches,HP,Smart Watches,242,15,6,In Stock,Inactive,"Los Angeles, California",New Customer,Middle age,0.17241084209871166,0.19985560218401696,2,698.5714285714286,0.16666666666666666
1507,Bronze,FEMALE,2,3,3,1549.05,4564.28,82.88,1549.05,NGN,Debit Card,Delivered,0,On-Time,1,Retail,5,322,1608,0,8,Mobile Money,1,5,0,Online,Tablets,Other Brands,Tablets,86,10,18,In Stock,Active,"New York City, New York",New Customer,Middle age,0.33938540142147283,0.05350376036925858,0,321.6,0.05555555555555555
1508,Platinum,FEMALE,1,5,6,479.88,2811.52,57.15,479.88,EUR,Bank Transfer,Pending,16,Late,1,SME,3,839,2518,10,0,Cash,1,3,0,Offline,Smartphones,Sony,Smartphones,1002,10,2,In Stock,Archived,"New York City, New York",Old Customer,Middle age,0.17068347370817208,0.11909227306826707,1,839.3333333333334,0.5
1509,Platinum,MALE,2,2,3,663.07,1941.71,29.27,663.07,NGN,Debit Card,Cancelled,12,On-Time,1,SME,6,225,1351,10,8,Mobile Money,1,6,1,Online,Laptops,HP,Laptops,575,0,11,In Stock,Active,"New York City, New York",New Customer,Young,0.3414876577861782,0.04414315230669461,1,225.16666666666666,0.09090909090909091
1510,Gold,FEMALE,5,5,6,708.84,4074.51,178.54,708.84,USD,Auto-Debit,Delivered,0,On-Time,1,SME,9,384,3455,15,10,Debit Card,1,9,0,Online,Headphones,Sony,Headphones,575,10,16,In Stock,Inactive,"Greensboro, North Carolina",Old Customer,Young,0.1739693852757755,0.25187630494893065,1,383.8888888888889,0.0625
1511,Silver,MALE,1,4,6,495.11,2860.55,110.11,495.11,NGN,Auto-Debit,Cancelled,0,On-Time,1,SME,5,769,3845,15,0,Credit Card,1,5,1,Online,Tablets,Sony,Tablets,1050,5,11,In Stock,Archived,"Henderson, Kentucky",Old Customer,Middle age,0.1730820995962315,0.22239502332814928,2,769.0,0.09090909090909091
1512,Silver,FEMALE,2,7,9,493.48,4313.48,127.86,493.48,USD,Wallet,Pending,77,Late,1,SME,9,861,7750,5,5,Credit Card,1,9,0,Online,Headphones,Other Brands,Headphones,421,10,6,In Stock,Inactive,"Henderson, Kentucky",Old Customer,Young,0.11440414699963836,0.2590986463483829,2,861.1111111111111,0.16666666666666666
1513,Gold,MALE,4,1,12,352.42,4159.01,70.03,352.42,USD,Bank Transfer,Shipped,0,On-Time,1,SME,1,911,911,0,8,Credit Card,1,1,0,Online,Headphones,Other Brands,Headphones,163,0,9,In Stock,Inactive,"Henderson, Kentucky",Old Customer,Middle age,0.08473651181410961,0.19871176437205607,11,911.0,0.1111111111111111
1514,Silver,FEMALE,3,1,9,338.07,2935.13,107.48,338.07,USD,Bank Transfer,Returned,116,Late,1,Retail,3,331,992,15,10,Credit Card,1,3,0,Online,Tablets,Samsung,Tablets,1082,5,2,In Stock,Archived,"Henderson, Kentucky",New Customer,Middle age,0.11518058825333119,0.317922323779099,8,330.6666666666667,0.5
